transaction_id,user_id,amount,merchant,category,timestamp,hour,day_of_week,account_age_days,location_risk,is_fraud
txn_000114,user_7046,36.52,Unknown Merchant,entertainment,2025-09-05 21:37:07.708459,21,4,485,high,0
txn_000115,user_6419,1200.63,ATM Withdrawal,crypto,2025-09-01 23:35:07.708480,23,0,361,high,1
txn_000116,user_2976,153.37,Grocery Store,gambling,2025-09-05 08:14:07.708488,8,4,739,low,0
txn_000117,user_4033,27.41,Target,food,2025-08-22 17:48:07.708495,17,4,197,low,0
txn_000118,user_9595,71.44,Unknown Merchant,electronics,2025-09-06 23:37:07.708504,23,5,612,medium,0
txn_000119,user_3939,13.99,Walmart,entertainment,2025-09-05 07:23:07.708512,7,4,310,low,0
txn_000120,user_5786,40.0,Unknown Merchant,cash,2025-09-06 01:03:07.708519,1,5,715,low,0
txn_000121,user_5658,5.01,Crypto Exchange,electronics,2025-09-11 00:36:07.708526,0,3,481,medium,0
txn_000122,user_8827,181.07,Grocery Store,crypto,2025-09-09 01:16:07.708534,1,1,117,low,0
txn_000123,user_1878,9.79,Best Buy,electronics,2025-09-12 18:40:07.708542,18,4,156,low,0
txn_000124,user_7818,1337.48,Online Casino,gambling,2025-09-12 07:07:07.708550,7,4,621,high,1
txn_000125,user_8381,83.54,Online Casino,entertainment,2025-08-21 16:24:07.708558,16,3,931,medium,0
txn_000126,user_1986,51.17,McDonalds,other,2025-09-01 09:36:07.708565,9,0,625,high,0
txn_000127,user_2330,103.58,Walmart,entertainment,2025-08-25 06:16:07.708573,6,0,161,low,0
txn_000128,user_8381,20.0,Starbucks,cash,2025-09-09 00:26:07.708580,0,1,706,high,1
txn_000129,user_5632,823.98,Grocery Store,gambling,2025-09-13 07:18:07.708588,7,5,720,medium,0
txn_000130,user_4241,11.32,Walmart,entertainment,2025-08-16 08:50:07.708598,8,5,436,low,0
txn_000131,user_5352,112.54,ATM Withdrawal,entertainment,2025-08-25 04:58:07.708609,4,0,847,low,0
txn_000132,user_5728,39.75,Walmart,retail,2025-09-09 09:38:07.708616,9,1,450,low,0
txn_000133,user_9199,833.67,Grocery Store,gambling,2025-08-23 12:17:07.708624,12,5,553,medium,0
txn_000134,user_8078,114.21,Grocery Store,food,2025-08-26 01:56:07.708632,1,1,753,medium,0
txn_000135,user_1339,201.37,Online Casino,gambling,2025-09-14 02:14:07.708639,2,6,784,high,1
txn_000136,user_9502,6.83,McDonalds,other,2025-09-13 05:30:07.708647,5,5,668,medium,0
txn_000137,user_9056,13.93,McDonalds,gas,2025-08-27 13:40:07.708658,13,2,993,low,0
txn_000138,user_2713,288.53,Grocery Store,crypto,2025-09-01 10:20:07.708666,10,0,879,low,0
txn_000139,user_7561,86.19,Target,grocery,2025-08-23 15:18:07.708674,15,5,834,high,0
txn_000140,user_6296,99.57,Amazon,electronics,2025-09-12 10:16:07.708682,10,4,119,medium,0
txn_000141,user_7770,1.35,ATM Withdrawal,retail,2025-08-24 17:29:07.708690,17,6,56,low,0
txn_000142,user_8242,367.44,ATM Withdrawal,crypto,2025-08-26 15:40:07.708697,15,1,779,low,0
txn_000143,user_5719,280.14,Shell Gas,gambling,2025-08-28 04:59:07.708705,4,3,449,high,1
txn_000144,user_4920,13.56,Grocery Store,food,2025-09-14 20:38:07.708714,20,6,727,low,0
txn_000145,user_4681,20.0,McDonalds,cash,2025-08-28 13:05:07.708721,13,3,862,low,0
txn_000146,user_5781,7.38,Grocery Store,food,2025-08-25 04:31:07.708728,4,0,522,high,1
txn_000147,user_4993,21.6,McDonalds,grocery,2025-08-19 15:30:07.708735,15,1,468,high,0
txn_000148,user_3236,144.16,Starbucks,grocery,2025-09-08 19:32:07.708744,19,0,885,low,0
txn_000149,user_1042,20.52,McDonalds,grocery,2025-09-04 16:17:07.708754,16,3,290,high,0
txn_000150,user_3434,37.57,McDonalds,other,2025-08-27 21:31:07.708762,21,2,458,high,0
txn_000151,user_9903,617.04,Grocery Store,crypto,2025-09-04 17:48:07.708770,17,3,387,medium,0
txn_000152,user_7274,23.6,Target,entertainment,2025-08-23 07:36:07.708780,7,5,240,medium,0
txn_000153,user_7246,1793.9,Amazon,crypto,2025-08-22 15:45:07.708788,15,4,396,high,1
txn_000154,user_9229,165.1,Crypto Exchange,gas,2025-08-30 01:08:07.708796,1,5,989,high,1
txn_000155,user_9617,15.5,Target,food,2025-08-18 14:06:07.708804,14,0,933,medium,0
txn_000156,user_2225,35.38,Amazon,gas,2025-09-01 20:09:07.708812,20,0,481,medium,0
txn_000157,user_2315,18.9,Target,other,2025-08-23 12:41:07.708821,12,5,873,medium,0
txn_000158,user_8994,80.0,Crypto Exchange,cash,2025-08-15 10:40:07.708828,10,4,894,high,0
txn_000159,user_5708,17.76,Amazon,other,2025-09-12 07:40:07.708836,7,4,233,high,0
txn_000160,user_2646,2.88,Walmart,grocery,2025-09-11 20:45:07.708845,20,3,455,low,0
txn_000161,user_6314,480.25,Unknown Merchant,gambling,2025-08-17 00:02:07.708853,0,6,816,low,1
txn_000162,user_5000,359.26,McDonalds,crypto,2025-09-03 13:09:07.708861,13,2,544,medium,0
txn_000163,user_7267,3.64,Online Casino,gas,2025-09-09 05:05:07.708869,5,1,635,high,1
txn_000164,user_4804,17.33,Shell Gas,electronics,2025-08-16 18:09:07.708876,18,5,473,high,0
txn_000165,user_8622,120.44,McDonalds,electronics,2025-09-06 21:00:07.708884,21,5,923,medium,0
txn_000166,user_5901,40.0,Crypto Exchange,cash,2025-09-12 14:22:07.708891,14,4,655,medium,0
txn_000167,user_7302,146.93,Unknown Merchant,gambling,2025-08-31 09:12:07.708898,9,6,874,medium,0
txn_000168,user_5847,8.83,Walmart,entertainment,2025-09-02 18:22:07.708905,18,1,717,medium,0
txn_000169,user_1803,34.61,Amazon,grocery,2025-09-06 00:36:07.708915,0,5,933,high,1
txn_000170,user_4770,213.2,Unknown Merchant,electronics,2025-08-19 09:49:07.708923,9,1,622,medium,0
txn_000171,user_3240,14.86,Shell Gas,entertainment,2025-08-26 08:43:07.708931,8,1,644,low,0
txn_000172,user_6977,56.76,Crypto Exchange,retail,2025-09-05 14:02:07.708939,14,4,750,low,0
txn_000173,user_3877,726.94,Walmart,gambling,2025-09-04 23:26:07.708947,23,3,206,low,0
txn_000174,user_5465,145.67,ATM Withdrawal,crypto,2025-08-29 16:58:07.708958,16,4,851,low,0
txn_000175,user_6549,66.14,McDonalds,electronics,2025-08-15 09:47:07.708966,9,4,824,low,0
txn_000176,user_7511,23.93,Grocery Store,food,2025-09-10 07:55:07.708974,7,2,991,high,0
txn_000177,user_5332,51.03,Target,food,2025-08-20 12:00:07.708983,12,2,550,low,0
txn_000178,user_5295,511.92,Grocery Store,crypto,2025-08-24 23:43:07.708991,23,6,599,medium,0
txn_000179,user_8724,393.69,Crypto Exchange,crypto,2025-09-11 21:14:07.708998,21,3,26,high,1
txn_000180,user_2035,57.31,ATM Withdrawal,crypto,2025-08-16 19:14:07.709006,19,5,651,medium,0
txn_000181,user_3290,911.82,Unknown Merchant,gambling,2025-08-25 13:07:07.709013,13,0,47,low,0
txn_000182,user_9807,20.34,McDonalds,electronics,2025-09-11 03:15:07.709021,3,3,139,medium,0
txn_000183,user_9850,113.22,Grocery Store,crypto,2025-08-24 23:44:07.709028,23,6,430,high,1
txn_000184,user_2622,3.08,Unknown Merchant,gas,2025-08-17 13:41:07.709036,13,6,854,medium,0
txn_000185,user_7070,45.69,Online Casino,grocery,2025-08-15 08:02:07.709043,8,4,223,medium,0
txn_000186,user_7018,57.59,Grocery Store,entertainment,2025-08-18 11:06:07.709051,11,0,558,high,0
txn_000187,user_3001,1.84,Target,retail,2025-09-02 08:12:07.709058,8,1,972,medium,0
txn_000188,user_1349,36.88,Walmart,entertainment,2025-08-25 20:38:07.709069,20,0,52,medium,0
txn_000189,user_2124,13.84,Shell Gas,gas,2025-08-20 18:13:07.709076,18,2,850,high,0
txn_000190,user_3417,52.81,Shell Gas,other,2025-09-08 07:21:07.709084,7,0,808,high,0
txn_000191,user_9850,105.8,Amazon,gambling,2025-08-18 04:08:07.709091,4,0,257,low,0
txn_000192,user_4898,59.71,Walmart,retail,2025-09-10 00:22:07.709099,0,2,603,medium,0
txn_000193,user_7897,25.45,Amazon,gas,2025-09-06 01:08:07.709107,1,5,539,low,0
txn_000194,user_6931,139.02,Unknown Merchant,food,2025-08-30 14:49:07.709115,14,5,526,high,0
txn_000195,user_1710,8.4,Walmart,electronics,2025-08-29 07:39:07.709125,7,4,745,high,0
txn_000196,user_1996,218.57,ATM Withdrawal,gambling,2025-08-31 20:01:07.709132,20,6,491,medium,0
txn_000197,user_8267,7.02,Best Buy,food,2025-08-30 22:58:07.709140,22,5,76,low,0
txn_000198,user_5505,130.31,Target,other,2025-09-10 02:08:07.709148,2,2,640,high,1
txn_000199,user_9692,200.0,Online Casino,cash,2025-09-04 12:38:07.709154,12,3,302,medium,0
txn_000200,user_2874,105.92,ATM Withdrawal,other,2025-09-01 03:50:07.709161,3,0,874,high,1
txn_000201,user_8398,200.0,Crypto Exchange,cash,2025-08-18 06:27:07.709169,6,0,910,low,0
txn_000202,user_7815,159.16,Best Buy,crypto,2025-08-19 14:25:07.709176,14,1,748,low,0
txn_000203,user_7132,54.94,Target,grocery,2025-09-04 21:16:07.709184,21,3,977,low,0
txn_000204,user_2398,85.97,Crypto Exchange,electronics,2025-09-12 02:53:07.709191,2,4,96,medium,0
txn_000205,user_1982,415.07,Walmart,crypto,2025-08-20 04:35:07.709199,4,2,601,high,1
txn_000206,user_6793,387.14,ATM Withdrawal,crypto,2025-08-24 03:26:07.709207,3,6,895,high,1
txn_000207,user_6119,14.84,Best Buy,retail,2025-08-15 09:38:07.709214,9,4,361,low,0
txn_000208,user_4674,40.0,Online Casino,cash,2025-09-10 21:30:07.709223,21,2,868,low,0
txn_000209,user_4705,60.0,Target,cash,2025-09-11 08:36:07.709229,8,3,827,medium,0
txn_000210,user_1430,5.89,ATM Withdrawal,other,2025-08-26 21:41:07.709237,21,1,624,high,0
txn_000211,user_6062,1147.56,Unknown Merchant,gambling,2025-09-14 05:17:07.709244,5,6,944,medium,1
txn_000212,user_7566,116.34,Target,retail,2025-09-09 04:36:07.709252,4,1,72,low,0
txn_000213,user_4524,51.13,Unknown Merchant,retail,2025-09-12 23:33:07.709260,23,4,386,medium,0
txn_000214,user_6314,217.02,Grocery Store,crypto,2025-09-09 11:19:07.709267,11,1,796,high,1
txn_000215,user_3579,22.48,Online Casino,food,2025-08-17 01:09:07.709275,1,6,773,high,1
txn_000216,user_7947,65.72,Amazon,food,2025-09-06 14:42:07.709285,14,5,498,high,0
txn_000217,user_9394,114.7,Grocery Store,grocery,2025-09-06 06:48:07.709294,6,5,117,medium,0
txn_000218,user_8972,110.06,Best Buy,food,2025-09-05 21:43:07.709301,21,4,540,high,0
txn_000219,user_1897,76.68,McDonalds,retail,2025-09-07 12:38:07.709309,12,6,8,low,0
txn_000220,user_5186,52.37,McDonalds,entertainment,2025-08-21 04:48:07.709316,4,3,297,medium,0
txn_000221,user_3878,5.39,Walmart,retail,2025-08-30 23:27:07.709325,23,5,133,medium,0
txn_000222,user_6802,9.81,ATM Withdrawal,entertainment,2025-08-29 17:53:07.709333,17,4,74,medium,0
txn_000223,user_2275,115.41,Unknown Merchant,retail,2025-09-01 00:29:07.709341,0,0,883,medium,0
txn_000224,user_7843,47.62,Online Casino,grocery,2025-08-27 12:45:07.709348,12,2,297,low,0
txn_000225,user_8538,1.46,Best Buy,retail,2025-08-15 10:10:07.709355,10,4,852,high,0
txn_000226,user_8138,6.35,Target,food,2025-09-01 03:15:07.709364,3,0,604,medium,0
txn_000227,user_6562,55.46,ATM Withdrawal,food,2025-09-02 09:47:07.709374,9,1,227,medium,0
txn_000228,user_9693,1.25,Starbucks,food,2025-08-29 20:07:07.709381,20,4,523,low,0
txn_000229,user_3419,97.66,Target,crypto,2025-08-22 20:52:07.709389,20,4,242,low,0
txn_000230,user_3504,407.85,Starbucks,gambling,2025-09-08 05:38:07.709396,5,0,779,high,1
txn_000231,user_8601,59.87,Walmart,gas,2025-08-15 20:31:07.709404,20,4,773,high,0
txn_000232,user_6295,53.77,Online Casino,electronics,2025-08-24 18:41:07.709412,18,6,885,high,0
txn_000233,user_8245,13.7,Target,gas,2025-08-31 02:30:07.709421,2,6,647,medium,0
txn_000234,user_2215,63.27,McDonalds,other,2025-09-13 11:32:07.709428,11,5,318,medium,0
txn_000235,user_5703,14.54,Grocery Store,retail,2025-09-13 11:53:07.709435,11,5,79,high,0
txn_000236,user_8581,20.68,Walmart,other,2025-08-26 16:24:07.709444,16,1,595,high,0
txn_000237,user_4084,69.62,Unknown Merchant,retail,2025-08-31 18:41:07.709454,18,6,330,high,0
txn_000238,user_2695,40.0,Grocery Store,cash,2025-08-15 01:28:07.709461,1,4,831,medium,0
txn_000239,user_1641,53.44,Unknown Merchant,food,2025-08-29 20:11:07.709468,20,4,254,high,0
txn_000240,user_3600,95.6,Grocery Store,electronics,2025-08-29 16:39:07.709475,16,4,373,medium,0
txn_000241,user_1857,54.59,McDonalds,grocery,2025-09-01 10:43:07.709483,10,0,809,high,0
txn_000242,user_7333,430.02,Crypto Exchange,crypto,2025-09-12 10:06:07.709491,10,4,291,medium,0
txn_000243,user_2335,5.92,Unknown Merchant,other,2025-08-18 04:21:07.709498,4,0,597,high,1
txn_000244,user_7421,239.21,Starbucks,crypto,2025-09-05 20:44:07.709506,20,4,133,high,1
txn_000245,user_6381,16.41,Unknown Merchant,food,2025-09-05 17:24:07.709513,17,4,833,low,0
txn_000246,user_9331,20.0,Crypto Exchange,cash,2025-08-25 21:27:07.709521,21,0,371,low,0
txn_000247,user_8967,149.85,Target,gambling,2025-09-09 06:21:07.709530,6,1,197,low,0
txn_000248,user_2657,181.62,Starbucks,gas,2025-09-12 09:54:07.709538,9,4,520,high,0
txn_000249,user_3147,20.0,Unknown Merchant,cash,2025-08-24 10:56:07.709545,10,6,612,medium,0
txn_000250,user_3712,25.97,Starbucks,gas,2025-09-09 22:49:07.709552,22,1,739,medium,0
txn_000251,user_4891,112.3,Amazon,grocery,2025-09-03 21:46:07.709560,21,2,993,medium,0
txn_000252,user_8355,508.67,Online Casino,gambling,2025-08-21 23:50:07.709567,23,3,240,high,1
txn_000253,user_4178,801.91,Shell Gas,gambling,2025-08-15 15:57:07.709575,15,4,377,high,1
txn_000254,user_7256,35.92,Online Casino,electronics,2025-08-31 09:49:07.709583,9,6,515,high,0
txn_000255,user_3267,44.01,Best Buy,gas,2025-08-19 06:51:07.709590,6,1,894,medium,0
txn_000256,user_2680,34.91,Amazon,electronics,2025-08-18 11:35:07.709598,11,0,729,high,0
txn_000257,user_8361,118.61,Walmart,gambling,2025-09-12 05:17:07.709606,5,4,928,high,1
txn_000258,user_8391,65.09,Starbucks,grocery,2025-09-12 07:52:07.709613,7,4,906,medium,0
txn_000259,user_7126,17.48,Amazon,grocery,2025-09-13 12:32:07.709623,12,5,242,medium,0
txn_000260,user_2623,22.31,Walmart,crypto,2025-09-07 00:20:07.709631,0,6,860,high,1
txn_000261,user_1627,528.48,Crypto Exchange,crypto,2025-08-20 04:08:07.709638,4,2,294,medium,0
txn_000262,user_8349,10.75,Unknown Merchant,gas,2025-08-21 22:30:07.709646,22,3,631,low,0
txn_000263,user_3449,142.05,Walmart,retail,2025-09-06 06:53:07.709654,6,5,562,high,0
txn_000264,user_5934,80.0,Online Casino,cash,2025-09-11 09:15:07.709661,9,3,125,low,0
txn_000265,user_2029,154.88,Shell Gas,grocery,2025-08-25 19:29:07.709668,19,0,114,medium,0
txn_000266,user_4963,20.0,Online Casino,cash,2025-08-25 16:36:07.709677,16,0,736,low,0
txn_000267,user_4941,124.18,McDonalds,grocery,2025-09-14 19:22:07.709684,19,6,585,medium,0
txn_000268,user_9618,24.11,Starbucks,food,2025-08-29 11:04:07.709692,11,4,558,high,0
txn_000269,user_7338,20.0,ATM Withdrawal,cash,2025-09-02 15:02:07.709700,15,1,383,medium,0
